1.425e-06	12.16	1.0394e-07	4.971
4.1105e-06	35.521	5.6192e-08	3.612
3e-07	4.3	-999.0	-999.0
1.9e-06	1088.0	-999.0	-999.0
3.989e-06	51.009	4.8933e-08	1.775
4.6e-07	0.6	-999.0	-999.0
7.4027e-06	45.057	1.0471e-07	1.95
2.3285e-05	110.594	5.7924e-08	2.828
1.7e-07	3.4	-999.0	-999.0
3.2e-06	428.8	-999.0	-999.0
2.1e-06	439.0	-999.0	-999.0
3.6504e-06	2.045	5.3147e-08	0.229
1.4938e-05	150.53	9.4719e-08	1.619
3.3388e-06	10.24	6.4695e-08	1.846
0.00012788	165.378	5.7601e-07	2.896
1.6e-07	1.4	-999.0	-999.0
8.3883e-06	171.523	5.8907e-08	2.673
2.5e-08	0.036	-999.0	-999.0
5.6346e-07	0.24	2.4515e-08	0.276
2.1e-05	63.6	-999.0	-999.0
8.7234e-06	37.377	8.1997e-08	0.979
1.4e-06	84.0	-999.0	-999.0
7e-07	52.0	-999.0	-999.0
4.7e-07	37.0	-999.0	-999.0
1.5e-06	104.0	-999.0	-999.0
3.4e-07	7.0	-999.0	-999.0
8.8469e-05	26.497	1.864e-07	2.073
8.9809e-06	184.067	9.3272e-08	7.786
2e-07	3.8	-999.0	-999.0
8.2e-07	7.0	-999.0	-999.0
3.1e-07	17.9	-999.0	-999.0
3.7e-07	18.8	-999.0	-999.0
3.8763e-07	0.192	1.4576e-08	0.143
7.5657e-07	0.176	1.054e-08	0.072
4e-07	26.0	-999.0	-999.0
4.2261e-07	0.256	6.9345e-08	0.834
6.1939e-06	12.48	1.904e-07	5.018
2.0729e-05	8.701	3.7006e-08	0.571
1.6e-06	48.0	-999.0	-999.0
2.4e-06	39.2	-999.0	-999.0
8.561e-06	93.954	6.0053e-08	5.221
8.3474e-06	24.256	1.5013e-07	7.973
1.4e-06	4.4	-999.0	-999.0
2.3315e-05	20.224	7.7664e-08	0.362
3.0258e-07	0.512	1.8341e-08	0.231
1.0534e-05	64.001	2.7681e-08	1.557
0.00014657	13.76	3.4076e-07	0.286
0.00022179	19.328	3.1732e-07	0.286
1.3e-06	80.0	-999.0	-999.0
5.8e-06	66.7	-999.0	-999.0
3.4e-07	5.4	-999.0	-999.0
8.6e-07	67.0	-999.0	-999.0
5.7e-06	266.0	-999.0	-999.0
2.57e-05	89.0	-999.0	-999.0
0.00026845	112.386	4.2894e-07	1.086
1.1e-06	48.0	-999.0	-999.0
5.7264e-06	74.177	6.1164e-08	5.177
1.6267e-05	123.138	7.9118e-08	2.064
3.3732e-06	0.96	4.0576e-08	0.138
3.1e-07	5.5	-999.0	-999.0
1.8e-07	1.2	-999.0	-999.0
4.6323e-05	14.144	3.8592e-08	0.264
8.164e-07	7.168	7.15e-08	2.415
4.6e-06	56.0	-999.0	-999.0
1.9e-08	0.072	-999.0	-999.0
1.1e-06	310.0	-999.0	-999.0
4.2022e-05	61.697	6.5336e-08	1.81
0.00010833	133.89	4.1606e-08	0.572
1.4e-06	79.0	-999.0	-999.0
1.9e-07	8.8	-999.0	-999.0
3e-05	83.0	-999.0	-999.0
1.5738e-06	17.408	4.83e-08	3.238
2.7909e-05	26.624	6.1005e-08	0.81
8.9e-08	3.0	-999.0	-999.0
1.1887e-05	18.88	9.5653e-08	2.318
3.0037e-05	29.697	8.6881e-08	0.41
1.8e-06	146.0	-999.0	-999.0
7.7e-06	294.0	-999.0	-999.0
1.5272e-05	41.985	2.1998e-07	8.51
1.2e-06	67.0	-999.0	-999.0
6.5456e-06	58.369	5.8667e-08	5.221
2.1e-06	270.0	-999.0	-999.0
3.7e-06	260.0	-999.0	-999.0
4.1957e-06	126.722	5.3506e-08	2.36
7.1e-07	10.0	-999.0	-999.0
1.165e-06	14.336	3.7608e-08	4.007
7.8107e-06	46.337	8.1758e-08	7.173
5.6e-07	8.0	-999.0	-999.0
3.5e-06	147.0	-999.0	-999.0
2.9093e-06	105.984	3.6346e-08	6.802
8.5046e-07	0.96	4.6217e-08	0.345
9.4398e-06	75.201	4.8957e-08	3.638
2.5e-06	78.0	-999.0	-999.0
9.1294e-06	24.704	1.0589e-07	1.46
1.2e-05	16.2	-999.0	-999.0
1.4e-06	120.0	-999.0	-999.0
5.2e-07	27.1	-999.0	-999.0
2.4e-05	79.0	-999.0	-999.0
1.33e-05	20.0	-999.0	-999.0
8e-07	82.0	-999.0	-999.0
2.4e-06	60.0	-999.0	-999.0
3.2e-06	74.0	-999.0	-999.0
5.5e-08	2.8	-999.0	-999.0
5.6e-07	64.6	-999.0	-999.0
2.6e-07	5.8	-999.0	-999.0
1.2e-06	16.2	-999.0	-999.0
3.2e-06	8.0	-999.0	-999.0
3.5e-06	46.0	-999.0	-999.0
2.64e-05	56.0	-999.0	-999.0
3.4e-07	61.0	-999.0	-999.0
4.9e-06	128.4	-999.0	-999.0
3.6e-06	34.0	-999.0	-999.0
4.8e-06	64.0	-999.0	-999.0
2.3e-06	365.0	-999.0	-999.0
1.8e-06	45.0	-999.0	-999.0
6.1e-06	340.0	-999.0	-999.0
8.9e-07	48.0	-999.0	-999.0
3e-08	0.7	-999.0	-999.0
2.2e-07	1.8	-999.0	-999.0
5.8e-07	68.7	-999.0	-999.0
2.4e-06	6.6	-999.0	-999.0
3e-06	15.0	-999.0	-999.0
9e-07	180.0	-999.0	-999.0
2.5e-07	55.0	-999.0	-999.0
6.5e-06	109.0	-999.0	-999.0
1.3e-06	225.0	-999.0	-999.0
2.3e-06	4.2	-999.0	-999.0
2e-07	6.0	-999.0	-999.0
8.3e-06	150.0	-999.0	-999.0
6.9e-07	11.0	-999.0	-999.0
2.8e-07	16.4	-999.0	-999.0
3e-08	0.4	-999.0	-999.0
3.6e-06	340.0	-999.0	-999.0
7.2e-07	64.0	-999.0	-999.0
1.06e-05	368.8	-999.0	-999.0
3.91e-07	12.2	-999.0	-999.0
2.57e-06	109.2	-999.0	-999.0
8.01e-06	37.9	-999.0	-999.0
1.96e-05	20.9	-999.0	-999.0
2.1e-07	4.3	-999.0	-999.0
6.3e-08	0.47	-999.0	-999.0
7.36e-06	236.4	-999.0	-999.0
5.58e-07	115.6	-999.0	-999.0
2.7e-06	121.5	-999.0	-999.0
9.06e-06	75.3	-999.0	-999.0
2.48e-06	74.6	-999.0	-999.0
5.38e-06	209.5	-999.0	-999.0
3.05e-07	34.5	-999.0	-999.0
1.7e-06	88.5	-999.0	-999.0
4.45e-07	47.7	-999.0	-999.0
2.98e-06	460.6	-999.0	-999.0
1.62e-06	88.4	-999.0	-999.0
3.38e-07	18.6	-999.0	-999.0
2.24e-06	40.0	-999.0	-999.0
7.99e-06	71.4	-999.0	-999.0
4.2e-08	0.21	-999.0	-999.0
1.11e-06	85.3	-999.0	-999.0
3.42e-06	91.2	-999.0	-999.0
3.34e-07	0.76	-999.0	-999.0
6.77e-06	70.8	-999.0	-999.0
1.37e-05	81.3	-999.0	-999.0
1.33e-06	134.0	-999.0	-999.0
1.06e-06	40.7	-999.0	-999.0
2.96e-06	46.2	-999.0	-999.0
4.44e-05	75.3	-999.0	-999.0
1.42e-06	129.9	-999.0	-999.0
1.13e-06	22.5	-999.0	-999.0
2.19e-07	8.0	-999.0	-999.0
4.8e-07	8.6	-999.0	-999.0
1.35e-06	5.0	-999.0	-999.0
2.8e-06	19.3	-999.0	-999.0
2.21e-06	43.5	-999.0	-999.0
1.62e-06	171.5	-999.0	-999.0
1.46e-05	145.3	-999.0	-999.0
7.2e-08	5.3	-999.0	-999.0
8e-08	0.49	-999.0	-999.0
2.61e-06	115.3	-999.0	-999.0
1.5e-06	66.9	-999.0	-999.0
2.83e-06	115.0	-999.0	-999.0
4.94e-07	10.2	-999.0	-999.0
1.6e-06	66.2	-999.0	-999.0
2.04e-05	108.7	-999.0	-999.0
2.55e-06	102.2	-999.0	-999.0
6.97e-07	79.1	-999.0	-999.0
4.02e-07	95.0	-999.0	-999.0
1.61e-06	75.0	-999.0	-999.0
1.26e-06	298.2	-999.0	-999.0
1.14e-06	71.1	-999.0	-999.0
2.32e-07	8.5	-999.0	-999.0
4.07e-06	275.2	-999.0	-999.0
9.44e-07	4.0	-999.0	-999.0
4e-08	0.131	-999.0	-999.0
2.31e-06	28.4	-999.0	-999.0
8.33e-06	103.1	-999.0	-999.0
2.64e-07	10.6	-999.0	-999.0
2.13e-06	61.2	-999.0	-999.0
6.73e-07	11.3	-999.0	-999.0
1.57e-06	2100.0	-999.0	-999.0
7.66e-06	255.0	-999.0	-999.0
8.31e-07	7.6	-999.0	-999.0
2.95e-06	139.4	-999.0	-999.0
2.13e-06	198.9	-999.0	-999.0
4.61e-07	750.0	-999.0	-999.0
3e-07	900.0	-999.0	-999.0
2.41e-06	105.9	-999.0	-999.0
1.71e-06	139.6	-999.0	-999.0
1.2e-06	13.2	-999.0	-999.0
3.69e-07	14.3	-999.0	-999.0
1.15e-06	1.4	-999.0	-999.0
1.77e-07	9.0	-999.0	-999.0
4.08e-06	46.1	-999.0	-999.0
2.56e-07	14.3	-999.0	-999.0
2.2e-06	37.2	-999.0	-999.0
1.7e-07	4.0	-999.0	-999.0
1.34e-06	34.8	-999.0	-999.0
1.74e-06	189.1	-999.0	-999.0
1.62e-06	4.5	-999.0	-999.0
8.5e-07	52.0	-999.0	-999.0
4.83e-07	19.4	-999.0	-999.0
4.83e-06	174.2	-999.0	-999.0
4.13e-07	35.5	-999.0	-999.0
2.66e-07	22.6	-999.0	-999.0
3.44e-06	26.0	-999.0	-999.0
3.5e-07	37.7	-999.0	-999.0
2.01e-06	150.9	-999.0	-999.0
4.4e-08	0.45	-999.0	-999.0
2.15e-06	87.9	-999.0	-999.0
2e-06	19.0	-999.0	-999.0
3.1e-07	19.4	-999.0	-999.0
2.38e-06	156.5	-999.0	-999.0
9.98e-07	96.0	-999.0	-999.0
5.95e-07	46.7	-999.0	-999.0
1.53e-05	8.8	-999.0	-999.0
9e-09	0.073	-999.0	-999.0
2.49e-06	58.9	-999.0	-999.0
3.67e-07	2.5	-999.0	-999.0
6.8e-08	5.4	-999.0	-999.0
8.22e-06	33.3	-999.0	-999.0
1.31e-06	152.5	-999.0	-999.0
1.08e-06	32.0	-999.0	-999.0
3.22e-06	95.6	-999.0	-999.0
6.36e-07	22.5	-999.0	-999.0
8.38e-07	24.8	-999.0	-999.0
0.000155	520.0	-999.0	-999.0
4.22e-05	40.0	2.4e-06	2.2
1.35e-06	51.0	2.2e-07	7.6
9.83e-05	47.0	7.7e-06	3.2
1.34e-05	22.0	1.7e-06	3.6
8.37e-05	74.0	6.4e-06	4.1
2.6e-07	1.3	7e-08	0.59
2e-07	2.0	7e-08	1.3
8.35e-06	87.0	5.3e-07	4.2
4.8e-05	9.0	3.7e-06	1.4
1.099e-05	38.0	9.1e-07	3.2
6.94e-05	32.0	4.9e-06	1.4
1.641e-05	57.0	9.6e-07	3.2
0.0001073	129.0	5.9e-06	1.4
0.0001913	61.0	1.05e-05	2.8
1.46e-05	76.0	2.6e-06	10.2
1.86e-06	42.0	2.6e-07	22.1
1.41e-06	22.0	1.5e-07	4.5
1.65e-06	14.0	1.5e-07	3.6
8.29e-06	56.0	5.5e-07	3.2
